Word	Count	Emotions
ahasuerus	31	
nebuchadrezzar	31	
answering	31	
conscience	31	positive, trust
cleave	30	fear
walking	30	
yield	30	
harp	30	
windows	30	
armed	30	anger, fear, negative, positive
furnace	30	anger
calf	30	joy, positive, trust
married	30	
preserve	30	positive
rebekah	30	
touching	30	
knees	30	
honourable	30	
report	30	
hence	30	
hanged	30	
regard	30	
along	30	
making	30	
heritage	30	trust
ordinance	30	trust
record	30	
nobles	30	
cherub	30	
putteth	30	
pluck	30	
dieth	30	
drunk	30	
vows	30	
tabernacles	30	
standeth	30	
abideth	30	
pity	30	sadness
looking	30	
gain	30	anticipation, joy, positive
hungry	30	anticipation, negative
determined	30	positive
calleth	30	
provinces	30	
shaphan	30	
soldiers	30	
elias	30	
creature	29	disgust, fear, negative
creeping	29	anticipation
accepted	29	
chose	29	
bird	29	
prevail	29	anticipation, joy, positive
require	29	
comest	29	
altogether	29	
giving	29	positive
endure	29	positive
terror	29	fear, negative
pursue	29	
business	29	
continued	29	
royal	29	
loose	29	
arms	29	
dumb	29	negative
praises	29	
brasen	29	
heave	29	
nun	29	negative, trust
wholly	29	
bright	29	
solemn	29	
testify	29	
tremble	29	
trusted	29	
jephthah	29	
rejected	29	negative
singing	29	
joram	29	
merchants	29	
hananiah	29	
majesty	29	positive, trust
jeshua	29	
persia	29	
howl	29	anger, disgust, fear, negative, sadness, surprise
nazareth	29	
disciple	29	trust
barnabas	29	
grew	28	
lives	28	
perpetual	28	
elam	28	
kindred	28	anticipation, joy, positive, trust
camest	28	
justice	28	positive, trust
fellow	28	positive, trust
sand	28	
beware	28	anticipation, fear, negative
roll	28	
happy	28	anticipation, joy, positive, trust
beneath	28	
merry	28	joy, positive
falleth	28	
levite	28	
hundreds	28	
thief	28	anger, disgust, fear, negative, sadness, surprise
anointing	28	
breastplate	28	
uttermost	28	
dung	28	disgust
confess	28	negative, positive, trust
thanksgiving	28	joy, positive
seemeth	28	
humbled	28	positive, sadness
drawn	28	
valleys	28	
whithersoever	28	
straight	28	
apparel	28	
amnon	28	
uriah	28	
rejoicing	28	anticipation, joy, positive, surprise
baasha	28	
obtained	28	
spiritual	28	
cross	28	anger, fear, negative, sadness
caesar	28	
charity	28	joy, positive
punishment	27	anger, disgust, fear, negative
findeth	27	
summer	27	
fishes	27	
isles	27	
language	27	
begin	27	
egyptian	27	
restored	27	
lodge	27	
whereon	27	
space	27	
wealth	27	joy, positive, trust
breasts	27	
eating	27	
less	27	
ordinances	27	
gird	27	
covereth	27	
ointment	27	
lame	27	
liberty	27	anticipation, joy, positive, surprise, trust
miracles	27	
whereunto	27	
trodden	27	
deceive	27	anger, disgust, negative, sadness
ungodly	27	negative, sadness
whirlwind	27	fear, negative
shallum	27	
uzziah	27	
workers	27	
johanan	27	
ezra	27	
thank	27	
province	27	
preaching	27	
westward	26	
hebrew	26	
wrong	26	negative
worse	26	fear, negative, sadness
hittite	26	
grief	26	negative, sadness
kissed	26	
fourteen	26	
change	26	fear
korah	26	
guilty	26	anger, negative, sadness
double	26	
excellency	26	
refuse	26	negative
swallowed	26	
finger	26	
count	26	positive, trust
exalt	26	anticipation, joy, positive, trust
trembling	26	fear, negative
curtain	26	
robe	26	
timber	26	
cords	26	
uncover	26	surprise
separation	26	
running	26	
coals	26	
confusion	26	anger, fear, negative
recompense	26	
perished	26	negative, sadness
bonds	26	negative
goings	26	
evermore	26	
ancient	26	negative
carmel	26	
praised	26	joy, positive
makest	26	
zeruiah	26	
adonijah	26	
waves	26	
ministers	26	
seal	26	positive, trust
accomplished	26	joy, positive
baruch	26	
lovingkindness	26	
repentance	26	
macedonia	26	
seas	25	
fly	25	
gotten	25	
fro	25	
fourteenth	25	
birds	25	
jebusites	25	
plains	25	
cakes	25	
offended	25	anger, negative, sadness
jewels	25	
store	25	anticipation, positive
rebuked	25	
accept	25	
coat	25	
displeased	25	anger, disgust, fear, negative, sadness
withered	25	disgust, negative
best	25	
burdens	25	
lamentation	25	
sharp	25	
phinehas	25	
sprinkled	25	
humble	25	disgust, negative, positive, sadness
upper	25	
prove	25	positive
tempted	25	
wound	25	anger, fear, negative, sadness
widows	25	
willingly	25	positive
inward	25	
somewhat	25	
eagle	25	trust
beareth	25	
spot	25	
figs	25	
fulness	25	
arnon	25	
perceive	25	positive, trust
abishai	25	
joyful	25	joy, positive, trust
nebat	25	
benhadad	25	
courts	25	
meshullam	25	
maaseiah	25	
teaching	25	
darius	25	
pain	25	fear, negative, sadness
persecute	25	anger, fear, negative
offend	25	anger, disgust, negative
glorify	25	anticipation, joy, positive, surprise, trust
form	24	
void	24	
female	24	
skins	24	
begotten	24	
ninety	24	
fifteen	24	
tarshish	24	
plagues	24	
northward	24	
southward	24	
amalekites	24	
tithes	24	
fulfil	24	
kine	24	
eleven	24	
amalek	24	
midianites	24	
tamar	24	
fame	24	positive
visions	24	
helped	24	
oppression	24	anger, disgust, fear, negative, sadness
snow	24	
bringing	24	
apart	24	
hunger	24	
testified	24	
condemn	24	anger, negative
wax	24	
usury	24	negative
dogs	24	
bowls	24	
groves	24	
lots	24	
contrary	24	negative
calling	24	
talk	24	positive
dedicated	24	
forsook	24	
lachish	24	
deny	24	anger, negative
jotham	24	
cedars	24	
lose	24	anger, disgust, fear, negative, sadness, surprise
boaz	24	
swords	24	
armour	24	
prudent	24	positive, trust
marvellous	24	
err	24	negative
precepts	24	
bridegroom	24	anticipation, joy, positive, trust
prayers	24	
synagogues	24	
multitudes	24	
lusts	24	
barren	23	negative, sadness
hasted	23	
wickedly	23	
visited	23	
beautiful	23	joy, positive
hire	23	anticipation, joy, positive, trust
mizpah	23	
grown	23	
mention	23	
basket	23	
marvelled	23	
sixteen	23	
path	23	
oppress	23	anger, disgust, fear, negative, sadness
plucked	23	
leaven	23	
matters	23	
alway	23	
pomegranates	23	
proclaim	23	
stirred	23	
namely	23	
pronounce	23	
estimation	23	
abominable	23	disgust, fear, negative
killeth	23	
acceptable	23	positive
twelfth	23	
swallow	23	
spring	23	
rocks	23	
ammonites	23	
blew	23	
mizpeh	23	
treacherously	23	
hiram	23	
shields	23	
besieged	23	
jezebel	23	
hazael	23	
jehoram	23	
jehoahaz	23	
roar	23	
cyrus	23	
winds	23	
guide	23	positive, trust
lovers	23	
council	23	anticipation, positive, trust
heavenly	23	anticipation, joy, positive, trust
bearing	22	
strive	22	anticipation
saidst	22	
eighteen	22	
carcases	22	
hittites	22	
herd	22	
mean	22	
concubine	22	
wit	22	positive
seem	22	
learned	22	
hadst	22	
steal	22	anger, fear, negative, sadness
mourned	22	
marry	22	anticipation, fear, joy, positive, surprise, trust
pledge	22	joy, positive, trust
whoredom	22	
breach	22	negative
ward	22	
hebrews	22	
required	22	
overcome	22	
machir	22	
sorrows	22	
taste	22	
pot	22	
stoned	22	negative
hallowed	22	
discovered	22	
used	22	
virgins	22	
astray	22	fear, negative
forbear	22	
adversary	22	anger, negative
hin	22	
moment	22	
jubile	22	
grant	22	anticipation, joy, positive, trust
shaken	22	
setteth	22	
ministry	22	joy, positive, trust
defence	22	
sinneth	22	
reckoned	22	
vexed	22	
og	22	
tribulation	22	fear, negative, sadness
merchandise	22	
mad	22	anger, disgust, fear, negative, sadness
neighbours	22	
ekron	22	
governors	22	
companions	22	
bitterness	22	anger, disgust, negative, sadness
seer	22	
nabal	22	
pool	22	positive
brightness	22	positive
naboth	22	
zerubbabel	22	
masters	22	
tyrus	22	
baptism	22	positive
partakers	22	
mystery	22	anticipation, surprise
ended	21	
rested	21	
euphrates	21	
keeper	21	
sort	21	
mocked	21	
magnified	21	
sawest	21	
falsely	21	negative
choice	21	positive
thigh	21	
thereby	21	
drinking	21	negative
stronger	21	
weapons	21	
trembled	21	
lodged	21	
large	21	
dreams	21	
occasion	21	
zidon	21	
shoes	21	
ithamar	21	
elkanah	21	
openeth	21	
graves	21	
amazed	21	
sum	21	
twined	21	
shoot	21	anger, fear, negative
asunder	21	
common	21	
unrighteousness	21	
corruption	21	disgust, negative
safely	21	
eliab	21	
holds	21	
further	21	
higher	21	
release	21	
astonishment	21	joy, positive, surprise
wonderful	21	joy, positive, surprise, trust
froward	21	
ashdod	21	
bethshemesh	21	
sisera	21	
recover	21	
lament	21	disgust, fear, negative, sadness
naomi	21	
joel	21	
kish	21	
performed	21	
achish	21	
fir	21	
casting	21	
obadiah	21	
keepers	21	
husbandmen	21	
greatest	21	
supplications	21	
prophecy	21	anticipation
counsellors	21	
condemned	21	
shushan	21	
equal	21	
deceitful	21	disgust, negative, sadness
sinner	21	anger, disgust, fear, negative, sadness
esaias	21	
centurion	21	positive
parents	21	
scriptures	21	
asia	21	
eden	20	
ethiopia	20	
cain	20	
shoulders	20	
elder	20	positive, trust
heifer	20	
roof	20	
gat	20	
laws	20	
kiss	20	anticipation, joy, positive, surprise
smell	20	anger, disgust, negative
dreamed	20	
feeble	20	negative, sadness
secretly	20	
songs	20	
whomsoever	20	
searched	20	
custom	20	
habitations	20	
prisoners	20	
sheweth	20	
ride	20	
aloud	20	
pasture	20	positive
nadab	20	
heaps	20	
bottom	20	negative, sadness
sickness	20	disgust, fear, negative, sadness
thereto	20	
flower	20	
inwards	20	
swine	20	disgust, negative
redemption	20	positive
entereth	20	
eleventh	20	
belongeth	20	
assemble	20	
alas	20	
courage	20	positive
fiery	20	
perverse	20	anger, disgust, fear, negative
stir	20	
executed	20	
murderer	20	anger, disgust, fear, negative, sadness
tried	20	
accursed	20	anger, fear, negative, sadness
ease	20	positive
proverb	20	
swift	20	positive
persecuted	20	
recompence	20	
praying	20	
care	20	
harps	20	
obededom	20	
seraiah	20	
ahithophel	20	
foolishness	20	negative
feareth	20	
ahijah	20	
abijah	20	
boast	20	negative, positive
eunuchs	20	
jonah	20	
ahikam	20	
nethaniah	20	
roots	20	
persuaded	20	
taking	20	
maker	20	
envy	20	
hypocrites	20	
simple	20	
conversation	20	
transgressors	20	
working	20	positive
insomuch	20	
elect	20	positive, trust
herb	19	
bone	19	
leaves	19	
pitch	19	
dove	19	anticipation, joy, positive, trust
drank	19	
gaza	19	
gomorrah	19	
haran	19	
denied	19	negative, sadness
overthrow	19	anticipation, fear, negative
moabites	19	
suck	19	negative
spent	19	negative
force	19	anger, fear, negative
zerah	19	
conspired	19	
hang	19	
mouths	19	
speedily	19	
deed	19	trust
faileth	19	
cruel	19	anger, disgust, fear, negative, sadness
fault	19	negative, sadness
hitherto	19	negative
thunder	19	
darkened	19	fear, negative, sadness
legs	19	
thrown	19	
floods	19	
lust	19	anticipation, negative
murmured	19	
manna	19	positive
covetousness	19	
descended	19	
ascended	19	
jealous	19	anger, disgust, negative
marriage	19	anticipation, joy, positive, trust
whoring	19	
kindle	19	
band	19	
rend	19	negative
deals	19	
approach	19	
committeth	19	
safety	19	
abhor	19	anger, disgust, fear, negative
bond	19	
subdued	19	
slayer	19	anger, disgust, fear, negative, sadness, surprise
mightest	19	
uprightness	19	
dwellest	19	
vile	19	
instructed	19	
calamity	19	sadness
sisters	19	
magnify	19	
bottles	19	
league	19	positive
hazor	19	
request	19	
husbands	19	
offence	19	
faithfulness	19	
watchman	19	positive, trust
ramothgilead	19	
amon	19	
reprove	19	
purposed	19	
dragon	19	fear
laboured	19	
clothing	19	
despiseth	19	
potter	19	
den	19	
stumble	19	negative
abound	19	
betrayed	19	
antioch	19	
lower	18	negative, sadness
nights	18	
cold	18	negative
backward	18	negative
nineveh	18	
heir	18	
perizzites	18	
fetched	18	
stricken	18	sadness
laugh	18	joy, positive, surprise
maachah	18	
communed	18	
bad	18	anger, disgust, fear, negative, sadness
intreated	18	
vowed	18	
wages	18	joy, positive
breaking	18	
succoth	18	
played	18	
youngest	18	
bade	18	
hezron	18	
gershon	18	
presented	18	
floor	18	
maidens	18	
stubble	18	
israelites	18	
herbs	18	
fifteenth	18	
sounded	18	
basons	18	
shewbread	18	
middle	18	
hooks	18	
hanging	18	anger, disgust, fear, negative, sadness
hangings	18	
kidneys	18	
breast	18	
fastened	18	
ignorance	18	negative
burneth	18	
black	18	
bathe	18	
familiar	18	positive, trust
boughs	18	
standard	18	
cloth	18	
tirzah	18	
libnah	18	
hatred	18	anger, disgust, fear, negative, sadness
kirjathjearim	18	
necks	18	
keilah	18	
baalim	18	
courses	18	
armourbearer	18	
manoah	18	
sorrowful	18	negative, sadness
rejoiceth	18	
calves	18	
michal	18	
asahel	18	
base	18	trust
omri	18	
micaiah	18	
rage	18	anger, negative
turning	18	
nethinims	18	
betray	18	anger, disgust, negative, sadness, surprise
tempest	18	anger, anticipation, fear, negative, sadness, surprise
redeemer	18	
layeth	18	
highest	18	anticipation, fear, joy, negative, positive, surprise
ah	18	
firmament	17	
freely	17	joy, positive, trust
crieth	17	
shem	17	
ham	17	
uncovered	17	
nahor	17	
sarai	17	
kadesh	17	
victuals	17	
putting	17	
shot	17	anger, fear, negative, sadness, surprise
grove	17	
shore	17	
weighed	17	
concubines	17	
fatness	17	
discern	17	
torn	17	negative
breaketh	17	
elah	17	
myrrh	17	
twice	17	
anguish	17	anger, fear, negative, sadness
bondmen	17	
health	17	
overtake	17	
drinketh	17	
naaman	17	
threshingfloor	17	
longer	17	
horeb	17	
dwellings	17	
dog	17	
depths	17	
melt	17	
hewn	17	
punished	17	anger, anticipation, disgust, fear, negative, sadness
flowers	17	
board	17	anticipation
row	17	anger, negative
principal	17	positive, trust
frankincense	17	
play	17	
hidden	17	negative
fellowship	17	positive
uncle	17	
whereupon	17	
leper	17	
avenge	17	
freewill	17	
elishama	17	
kinsman	17	
charger	17	positive
bowl	17	
quenched	17	
meek	17	sadness
stature	17	
bid	17	
gathereth	17	
uttered	17	
pertained	17	
belial	17	
desireth	17	
siege	17	
acknowledge	17	
prosperity	17	positive
stripes	17	
publish	17	
divisions	17	
thirsty	17	negative
try	17	
companies	17	
lewdness	17	
voices	17	
otherwise	17	
speakest	17	
twain	17	
abigail	17	
oracle	17	anticipation, positive, trust
athaliah	17	
jehoash	17	
account	17	trust
eliashib	17	
estate	17	
towers	17	
fasting	17	negative, sadness
filthy	17	disgust, negative
casteth	17	
judgeth	17	
trusteth	17	
unjust	17	anger, negative
ignorant	17	disgust, negative
publicans	17	
caesarea	17	
subject	17	negative
timotheus	17	
ephesus	17	
testament	16	anticipation, trust
abel	16	
avenged	16	
window	16	
betwixt	16	
needs	16	
seemed	16	
integrity	16	positive, trust
sepulchres	16	
straw	16	
hinder	16	
reserved	16	
stuff	16	
harm	16	fear, negative
preserved	16	
content	16	joy, positive, trust
deliverance	16	anticipation, joy, positive, trust
hivites	16	
bloody	16	anger, disgust, fear, negative, sadness
abhorred	16	
uzziel	16	
boil	16	disgust, negative
locusts	16	
maidservant	16	
convocation	16	
although	16	
overthrown	16	
hur	16	
lend	16	
pardon	16	positive
obedient	16	
rows	16	
forehead	16	
devise	16	
proclaimed	16	
longsuffering	16	
chapiters	16	
clothe	16	positive
priesthood	16	anticipation, joy, positive, sadness, trust
bald	16	
beard	16	
soever	16	
blasphemed	16	
accord	16	positive, trust
jephunneh	16	
wasted	16	anger, disgust, negative
earnestly	16	positive
reubenites	16	
aroer	16	
springs	16	
portions	16	
dragons	16	
anathoth	16	
incline	16	trust
asleep	16	
minds	16	
highway	16	
tumult	16	anger, fear, negative, surprise
spears	16	
ner	16	
comely	16	
musick	16	
arrow	16	
ahimelech	16	
hideth	16	
greet	16	
cymbals	16	
ziba	16	
amasa	16	
zeal	16	anticipation, joy, positive, surprise, trust
teacheth	16	
considered	16	
heman	16	
bases	16	
idol	16	positive
earthquake	16	anger, fear, negative, sadness, surprise
rabshakeh	16	
scorn	16	anger, negative
mattaniah	16	
amariah	16	
jehiel	16	
footstool	16	
forces	16	
filthiness	16	
wailing	16	
roaring	16	
devices	16	
candle	16	
temptation	16	negative
accuse	16	
thieves	16	
parables	16	
capernaum	16	
unbelief	16	negative
crucify	16	
exhort	16	positive
uncircumcision	16	
nostrils	15	
sixty	15	
fountains	15	
selfsame	15	
stopped	15	
reach	15	
eliezer	15	
obtain	15	
thirteen	15	
lack	15	negative
pressed	15	
brimstone	15	anger, fear, negative
bottle	15	
intreat	15	
clear	15	
rode	15	
stolen	15	anger, negative
rods	15	
mirth	15	joy, positive
consent	15	
oak	15	positive
eliphaz	15	
dukes	15	
openly	15	
baskets	15	
ill	15	anger, disgust, fear, negative, sadness
magicians	15	
shortly	15	anticipation
proved	15	
hairs	15	
noon	15	
blameless	15	positive
goshen	15	
poverty	15	anger, disgust, fear, negative, sadness
sceptre	15	
colt	15	
sojourneth	15	
slow	15	
deaf	15	
amram	15	
miriam	15	
pots	15	
nether	15	anger, fear, negative, sadness
shewing	15	
catch	15	surprise
vex	15	
proceed	15	
birth	15	anticipation, fear, joy, positive, trust
hallow	15	
laver	15	
weeks	15	
thrice	15	
trespassed	15	
offereth	15	
profaned	15	
whore	15	disgust, negative
kohathites	15	
locks	15	
michael	15	
visitation	15	negative
winepress	15	
wars	15	
brooks	15	
falling	15	negative, sadness
star	15	anticipation, joy, positive, trust
nest	15	trust
zimri	15	
region	15	
terrors	15	
added	15	
regardeth	15	
wonder	15	
wide	15	
diligent	15	
sendeth	15	
drop	15	
ziklag	15	
snares	15	
breaches	15	
privily	15	
olives	15	
beam	15	joy, positive
slothful	15	
fasted	15	
minded	15	
cart	15	
ahitub	15	
ahimaaz	15	
mephibosheth	15	
shouting	15	
fingers	15	
fortress	15	fear, positive, sadness, trust
mire	15	disgust, negative
bani	15	
builders	15	
wheel	15	
pull	15	positive
disease	15	anger, disgust, fear, negative, sadness
wounds	15	
followeth	15	
entry	15	
eliakim	15	
reproached	15	
nebuzaradan	15	
granted	15	positive
genealogy	15	
hashabiah	15	
wondrous	15	positive
purge	15	fear, negative
tobiah	15	
increaseth	15	
reins	15	
reproof	15	
derision	15	anger, disgust, negative
godly	15	joy, positive, trust
becometh	15	
beholding	15	
soweth	15	
often	15	
wondered	15	
consolation	15	
arches	15	
shadrach	15	
meshach	15	
abednego	15	
baptist	15	
possible	15	
sailed	15	
lazarus	15	
godliness	15	
creepeth	14	
coats	14	
placed	14	
imagination	14	
corrupted	14	
winter	14	
token	14	
sidon	14	
heth	14	
jebusite	14	
amorite	14	
canaanite	14	
surety	14	positive, trust
wearied	14	
wander	14	
tempt	14	
clave	14	
eldest	14	
meditate	14	anticipation, joy, positive, trust
favoured	14	
conceive	14	
hadad	14	
wrapped	14	
bank	14	trust
spies	14	
state	14	
rewarded	14	
heber	14	
wentest	14	
wisely	14	
join	14	positive
gershom	14	
furthermore	14	
frogs	14	
groweth	14	
midnight	14	
leavened	14	
firstling	14	
worm	14	anticipation, negative, surprise
lightnings	14	
pattern	14	
talent	14	positive
consecrate	14	
liver	14	
consecrated	14	
shouted	14	
ornaments	14	
spreadeth	14	
scall	14	
shave	14	
colour	14	
enjoy	14	anticipation, joy, positive, trust
tithe	14	
nethaneel	14	
remaining	14	
rebel	14	anger, fear, negative
transgress	14	
purify	14	joy, positive, trust
reacheth	14	
effect	14	
outward	14	positive
contend	14	
destroying	14	anger, fear, negative, sadness
gadites	14	
prolong	14	disgust, negative
riseth	14	
vexation	14	
gall	14	anger, disgust, negative
crooked	14	
debir	14	
bethhoron	14	
rimmon	14	
barak	14	
jerubbaal	14	
wool	14	
threshold	14	
ruth	14	positive
bows	14	
purged	14	
bidden	14	
leadeth	14	
sorry	14	
psalteries	14	
sending	14	
counsellor	14	anger, fear, negative, trust
hushai	14	
falsehood	14	anger, negative, trust
ruleth	14	
iddo	14	
questions	14	
bestowed	14	
stick	14	
repair	14	
medes	14	
blasphemy	14	anger, negative
pashur	14	
jeduthun	14	
artaxerxes	14	
heaviness	14	
pronounced	14	
banquet	14	anticipation, joy, positive
delighteth	14	
seeking	14	
oppressor	14	anger, fear, negative, sadness
chaff	14	anger, fear, negative
storm	14	anger, negative
expectation	14	anticipation, positive
meekness	14	
subjection	14	negative
teachers	14	
hereafter	14	
bride	14	anticipation, joy, positive, trust
healing	14	anticipation, joy, positive, trust
accused	14	anger, fear, negative
sadducees	14	
question	14	positive
powers	14	
supper	14	
greeks	14	
titus	14	
giants	13	
fashion	13	
eber	13	
ophir	13	
chaldees	13	
bela	13	
steward	13	positive, trust
lamp	13	
laughed	13	
ephron	13	
ruled	13	
prospered	13	
lighted	13	
mightier	13	
strove	13	
plenty	13	
week	13	
troop	13	
afterwards	13	
mahanaim	13	
hamor	13	
possessions	13	
boldly	13	
edomites	13	
doubt	13	fear, negative, sadness, trust
dungeon	13	fear, negative
chain	13	
hereby	13	
amminadab	13	
serpents	13	
move	13	
drave	13	
diseases	13	
wist	13	
melted	13	
commandeth	13	
manservant	13	
smiteth	13	
owner	13	
ransom	13	anger, fear, negative
dig	13	
labours	13	
overlay	13	
candlesticks	13	
loops	13	
behalf	13	
mitre	13	
hole	13	
cake	13	
broughtest	13	
companion	13	joy, positive, trust
blot	13	negative
hewed	13	
abundant	13	joy, positive
sufficient	13	
reverence	13	joy, positive, trust
accomplish	13	joy, positive
vinegar	13	
fully	13	positive, trust
short	13	
nebo	13	
laying	13	
chased	13	
hermon	13	
overflow	13	negative
cleaveth	13	
controversy	13	negative
vanities	13	
natural	13	
town	13	
ascend	13	
eglon	13	
gezer	13	
rabbah	13	
hinnom	13	
mantle	13	
tear	13	
inclined	13	
robbed	13	
fellows	13	
dagon	13	
carved	13	
passing	13	
confirm	13	
obed	13	
hannah	13	
petition	13	
abinadab	13	
ago	13	
garrison	13	positive, trust
psaltery	13	
safe	13	joy, positive, trust
reigneth	13	
answereth	13	
rechab	13	
error	13	negative, sadness
confirmed	13	positive, trust
lightning	13	anger, fear, surprise
wing	13	
chapiter	13	
nets	13	
ivory	13	
consulted	13	
disobedient	13	anger, negative
oft	13	
remaliah	13	
sennacherib	13	
amoz	13	
jedaiah	13	
joppa	13	
ethiopians	13	
flow	13	positive
profitable	13	
liar	13	disgust, negative
delivereth	13	
afflictions	13	
quicken	13	anticipation
flourish	13	
prisoner	13	anger, disgust, fear, negative, sadness
assyrian	13	
kareah	13	
andrew	13	
palsy	13	disgust, fear, negative, sadness
alms	13	
pharisee	13	
martha	13	
silas	13	
festus	13	
promises	13	
seasons	12	
parted	12	
drove	12	
enoch	12	
lamech	12	
sole	12	
hagar	12	
submit	12	anticipation
meal	12	
waxen	12	
saving	12	
overthrew	12	
sojourned	12	
weaned	12	
lovest	12	
audience	12	anticipation
merchant	12	trust
pitcher	12	
kedar	12	
syrian	12	
hunt	12	
rolled	12	
unawares	12	
foolishly	12	
earrings	12	
departing	12	
anah	12	
mules	12	
colours	12	
peaceably	12	
officer	12	positive, trust
pharez	12	
mock	12	
belong	12	
plenteous	12	
sack	12	
failed	12	
sir	12	positive, trust
fainted	12	
archers	12	
blessings	12	anticipation, joy, positive, surprise, trust
flowing	12	
harden	12	
zichri	12	
abihu	12	
streams	12	
locust	12	fear, negative
hoof	12	
difference	12	
strike	12	anger, negative
hyssop	12	
wear	12	negative, trust
tooth	12	
spoons	12	
coupled	12	
badgers	12	
caul	12	
stripped	12	anger, anticipation, disgust, fear, negative, sadness
hew	12	
keeping	12	
oven	12	
erred	12	
purified	12	
censer	12	
purifying	12	
wheresoever	12	
floweth	12	
nose	12	disgust
servile	12	disgust, fear, negative, sadness
cursing	12	anger, disgust, negative
spoon	12	
footmen	12	
spy	12	
begun	12	anticipation
vines	12	
hor	12	
stream	12	
divination	12	anticipation
gardens	12	
several	12	
accounted	12	
heardest	12	
fierceness	12	
givest	12	
sickle	12	
discover	12	
skirt	12	
draweth	12	
troubles	12	
belonged	12	
geba	12	
zebah	12	
zalmunna	12	
briers	12	
jabeshgilead	12	
happened	12	
jabesh	12	
watchmen	12	
spared	12	
delighted	12	anticipation, joy, positive, surprise
ishbosheth	12	
shephatiah	12	
shook	12	
stablish	12	
hadarezer	12	
jonadab	12	
quench	12	
barzillai	12	
victory	12	anticipation, joy, positive, trust
devised	12	
beams	12	
hiss	12	anger, fear, negative
gehazi	12	
holden	12	
huram	12	
hanan	12	
ornan	12	
haggai	12	
trespasses	12	
reported	12	
scourge	12	anger, fear, negative, sadness
offspring	12	
imagine	12	
depth	12	positive, trust
counsels	12	
correction	12	negative
uprightly	12	
evildoers	12	
preacher	12	
doves	12	
creatures	12	
backsliding	12	
watched	12	
infirmities	12	
thomas	12	
jonas	12	
desiring	12	positive
reasoned	12	
cock	12	
magdalene	12	
greek	12	
condemnation	12	anger, anticipation, disgust, fear, negative, sadness
agrippa	12	
obedience	12	positive, trust
nature	12	
sober	12	
gathering	11	
watered	11	
onyx	11	
closed	11	
handle	11	
japheth	11	
finish	11	
tops	11	
leaf	11	
dedan	11	
morter	11	
terah	11	
milcah	11	
thirteenth	11	fear
butter	11	
paran	11	
provide	11	positive, trust
speed	11	
proceedeth	11	
camel	11	
wells	11	
bilhah	11	
speckled	11	
absent	11	negative, sadness
distressed	11	fear, negative
asketh	11	
deceitfully	11	
teman	11	
kenaz	11	
observed	11	
er	11	
shelah	11	
signet	11	
sad	11	
interpreted	11	
lean	11	
ring	11	
arrayed	11	
provision	11	
straitly	11	
oversight	11	negative
divine	11	
beriah	11	
utmost	11	
bush	11	
idle	11	
flax	11	
post	11	
encamp	11	
sang	11	
fearful	11	fear, negative, sadness
almost	11	
plainly	11	
guile	11	negative
justify	11	
pins	11	
theirs	11	
sweareth	11	
cud	11	
flying	11	fear, positive
spit	11	disgust
stumblingblock	11	
homer	11	
mahli	11	
close	11	
similitude	11	
abiram	11	
pollute	11	disgust, negative
zelophehad	11	
jazer	11	
entrance	11	
riblah	11	
lacked	11	
beforetime	11	
mightily	11	
alike	11	
stroke	11	fear, negative, sadness
sentence	11	anger, anticipation, disgust, fear, negative, sadness
axe	11	
besiege	11	
bag	11	
esteemed	11	
lowest	11	negative, sadness
hoshea	11	
ashtaroth	11	
megiddo	11	
kedesh	11	
defend	11	fear, positive
fetters	11	
hearest	11	
elihu	11	
enlarged	11	
lamented	11	
holes	11	
withdraw	11	negative, sadness
zobah	11	
recovered	11	
hanun	11	
robes	11	
kidron	11	
intent	11	
mourneth	11	
buckler	11	
shining	11	anticipation, joy, positive
pastures	11	
eighteenth	11	
hanani	11	
ariseth	11	
acquaintance	11	
workmen	11	
pekah	11	
rezin	11	
urijah	11	
joah	11	
jehoiachin	11	
zephaniah	11	
gog	11	
jeiel	11	
uzzi	11	
moons	11	
harim	11	
understandeth	11	
warn	11	anticipation, fear, negative, surprise, trust
ruin	11	fear, negative, sadness
dishonour	11	
runneth	11	
desolations	11	
published	11	
attend	11	
hoped	11	
throughly	11	
hypocrite	11	disgust, negative
perfection	11	anticipation, joy, positive, surprise, trust
stedfast	11	
robbers	11	
bud	11	
waiteth	11	
overflowing	11	
wither	11	negative, sadness
brutish	11	
exercise	11	
scorner	11	
unpunished	11	
bold	11	positive
marvel	11	positive, surprise
reeds	11	
precept	11	
measuring	11	
heirs	11	
torment	11	anger, fear, negative, sadness
iscariot	11	
tradition	11	
seats	11	
bethany	11	
damnation	11	anger, fear, negative, sadness
zacharias	11	
barabbas	11	
ananias	11	
achaia	11	
revelation	11	
carnal	11	negative
overcometh	11	
lights	10	
finding	10	
kinds	10	
enlarge	10	
gerar	10	
arphaxad	10	
aram	10	
curseth	10	
menservants	10	
maidservants	10	
zoar	10	
mamre	10	
circumcise	10	
beget	10	
morsel	10	negative
reproved	10	
wandered	10	
violently	10	anger, disgust, fear, negative, sadness
wot	10	positive, trust
saddled	10	
bethuel	10	
bracelets	10	
kindly	10	
nurse	10	positive, trust
padanaram	10	
birthright	10	
sowed	10	
overtook	10	
loss	10	anger, fear, negative, sadness
drought	10	negative
bulls	10	
hollow	10	negative, sadness
deborah	10	
reuel	10	
beor	10	
seventeen	10	
dipped	10	
sacks	10	
direct	10	
attained	10	
nourished	10	
ere	10	
jethro	10	
